estudiante_id,numero_lista,materia,trimestre,seccion,fecha,semana,tema,participaciones,tipo_participacion,asistencia
anon_032,,Estructuras de Datos,2526-2,,,1,Introducción al curso. Introducción a las Estructuras de datos dinámicas. Fundamentación: Punteros.,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,2,Listas enlazadas,2.0,,
anon_032,,Estructuras de Datos,2526-2,,,3,Listas dobles | Listas circulares,1.0,,
anon_032,,Estructuras de Datos,2526-2,,,4,Pilas,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,5,Colas,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,6,Complejidad en tiempo. Complejidad en espacio.,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,7,Árboles Generales,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,8,Árboles binarios,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,9,Árboles binarios de búsqueda,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,10,Expresiones matemáticas,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,11,Árboles B,0.0,,
anon_032,,Estructuras de Datos,2526-2,,,12,Árboles balanceados (AVL),0.0,,
anon_147,,Estructuras de Datos,2526-2,,,1,Introducción al curso. Introducción a las Estructuras de datos dinámicas. Fundamentación: Punteros.,2.0,,
anon_147,,Estructuras de Datos,2526-2,,,2,Listas enlazadas,0.0,,
anon_147,,Estructuras de Datos,2526-2,,,3,Listas dobles | Listas circulares,1.0,,
anon_147,,Estructuras de Datos,2526-2,,,4,Pilas,,,
anon_147,,Estructuras de Datos,2526-2,,,5,Colas,2.0,,
anon_147,,Estructuras de Datos,2526-2,,,6,Complejidad en tiempo. Complejidad en espacio.,2.0,,
anon_147,,Estructuras de Datos,2526-2,,,7,Árboles Generales,0.0,,
anon_147,,Estructuras de Datos,2526-2,,,8,Árboles binarios,0.0,,
anon_147,,Estructuras de Datos,2526-2,,,9,Árboles binarios de búsqueda,0.0,,
anon_147,,Estructuras de Datos,2526-2,,,10,Expresiones matemáticas,0.0,,
anon_147,,Estructuras de Datos,2526-2,,,11,Árboles B,0.0,,
anon_147,,Estructuras de Datos,2526-2,,,12,Árboles balanceados (AVL),2.0,,
anon_099,,Estructuras de Datos,2526-2,,,1,Introducción al curso. Introducción a las Estructuras de datos dinámicas. Fundamentación: Punteros.,8.0,,
anon_099,,Estructuras de Datos,2526-2,,,2,Listas enlazadas,4.0,,
anon_099,,Estructuras de Datos,2526-2,,,3,Listas dobles | Listas circulares,5.0,,
anon_099,,Estructuras de Datos,2526-2,,,4,Pilas,1.0,,
anon_099,,Estructuras de Datos,2526-2,,,5,Colas,8.0,,
anon_099,,Estructuras de Datos,2526-2,,,6,Complejidad en tiempo. Complejidad en espacio.,0.0,,
anon_099,,Estructuras de Datos,2526-2,,,7,Árboles Generales,1.0,,
anon_099,,Estructuras de Datos,2526-2,,,8,Árboles binarios,4.0,,
anon_099,,Estructuras de Datos,2526-2,,,9,Árboles binarios de búsqueda,0.0,,
anon_099,,Estructuras de Datos,2526-2,,,10,Expresiones matemáticas,4.0,,
anon_099,,Estructuras de Datos,2526-2,,,11,Árboles B,0.0,,
anon_099,,Estructuras de Datos,2526-2,,,12,Árboles balanceados (AVL),1.0,,
anon_264,,Estructuras de Datos,2526-2,,,1,Introducción al curso. Introducción a las Estructuras de datos dinámicas. Fundamentación: Punteros.,1.0,,
anon_264,,Estructuras de Datos,2526-2,,,2,Listas enlazadas,2.0,,
anon_264,,Estructuras de Datos,2526-2,,,3,Listas dobles | Listas circulares,1.0,,
anon_264,,Estructuras de Datos,2526-2,,,4,Pilas,0.0,,
anon_264,,Estructuras de Datos,2526-2,,,5,Colas,2.0,,
