materia,trimestre,seccion,estudiante_id,hito,semilla,total_trimestre_real,prediccion_lstm,prediccion_media,prediccion_extrapolacion
Estructura de Datos,2425-3,2,anon_338,8,42,0.0,0.52777636,4.474359035491943,0.0
Estructura de Datos,2425-3,2,anon_339,8,42,2.0,3.0848804,4.474359035491943,3.0
Estructura de Datos,2425-3,2,anon_340,8,42,0.0,0.75244385,4.474359035491943,0.0
Estructura de Datos,2425-3,2,anon_341,8,42,0.0,0.5721527,4.474359035491943,0.0
Estructura de Datos,2425-3,2,anon_342,8,42,1.0,0.62442213,4.474359035491943,0.0
Estructura de Datos,2425-3,2,anon_343,8,42,4.0,4.537593,4.474359035491943,4.5
Estructura de Datos,2425-3,2,anon_344,8,42,0.0,0.8792819,4.474359035491943,0.0
Estructura de Datos,2425-3,2,anon_345,8,42,7.0,6.743809,4.474359035491943,7.5
Estructura de Datos,2526-1,2,anon_012,8,42,0.0,0.21044242,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_060,8,42,2.0,2.4707944,5.615384578704834,3.0
Estructura de Datos,2526-1,2,anon_324,8,42,0.0,-0.13591659,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_333,8,42,0.0,0.27972007,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_336,8,42,21.0,5.515332,5.615384578704834,7.5
Estructura de Datos,2526-1,2,anon_342,8,42,4.0,5.5580883,5.615384578704834,6.0
Estructura de Datos,2526-1,2,anon_346,8,42,0.0,0.4126166,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_347,8,42,1.0,1.342799,5.615384578704834,1.5
Estructura de Datos,2526-1,2,anon_348,8,42,0.0,0.26801682,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_349,8,42,0.0,0.3479073,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_350,8,42,3.0,1.2405746,5.615384578704834,1.5
Estructura de Datos,2526-1,2,anon_351,8,42,6.0,0.21677864,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_352,8,42,0.0,0.08801675,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_353,8,42,2.0,2.526664,5.615384578704834,3.0
Estructura de Datos,2526-1,2,anon_354,8,42,0.0,0.19807756,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_355,8,42,0.0,0.19440043,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_356,8,42,0.0,0.19190073,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_357,8,42,0.0,0.2705201,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_358,8,42,5.0,5.952821,5.615384578704834,7.5
Estructura de Datos,2526-1,2,anon_359,8,42,0.0,0.3640113,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_360,8,42,0.0,0.20806527,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_361,8,42,0.0,0.42604613,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_362,8,42,0.0,0.64595747,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_363,8,42,1.0,1.3391312,5.615384578704834,1.5
Estructura de Datos,2526-1,2,anon_364,8,42,23.0,17.016886,5.615384578704834,21.0
Estructura de Datos,2526-1,2,anon_365,8,42,0.0,0.5769819,5.615384578704834,0.0
Estructura de Datos,2526-1,2,anon_366,8,42,6.0,7.062958,5.615384578704834,9.0
Estructura de Datos,2526-1,2,anon_367,8,42,14.0,10.974876,5.615384578704834,15.0
Estructura de Datos,2526-1,2,anon_368,8,42,2.0,2.5308022,5.615384578704834,3.0
Estructura de Datos,2526-1,2,anon_369,8,42,2.0,1.207106,5.615384578704834,1.5
Estructura de Datos,2526-2,2,anon_031,8,42,3.0,5.478705,4.644444465637207,4.5
Estructura de Datos,2526-2,2,anon_064,8,42,0.0,2.438756,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_067,8,42,7.0,5.446125,4.644444465637207,4.5
Estructura de Datos,2526-2,2,anon_077,8,42,0.0,2.1168218,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_080,8,42,14.0,11.270321,4.644444465637207,13.5
Estructura de Datos,2526-2,2,anon_087,8,42,0.0,1.9933045,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_205,8,42,0.0,2.1580193,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_347,8,42,9.0,9.499655,4.644444465637207,10.5
Estructura de Datos,2526-2,2,anon_355,8,42,0.0,2.2388148,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_360,8,42,0.0,2.151714,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_370,8,42,44.0,37.83575,4.644444465637207,52.5
Estructura de Datos,2526-2,2,anon_371,8,42,9.0,6.432951,4.644444465637207,6.0
Estructura de Datos,2526-2,2,anon_372,8,42,4.0,6.310695,4.644444465637207,6.0
Estructura de Datos,2526-2,2,anon_373,8,42,2.0,3.275086,4.644444465637207,1.5
Estructura de Datos,2526-2,2,anon_374,8,42,9.0,2.2381833,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_375,8,42,0.0,2.147439,4.644444465637207,0.0
Estructura de Datos,2526-2,2,anon_376,8,42,3.0,5.1030087,4.644444465637207,4.5
Estructura de Datos,2526-2,2,anon_377,8,42,8.0,4.029909,4.644444465637207,3.0
Estructura de Datos,2526-3,2,anon_004,8,42,7.0,5.8945484,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_007,8,42,0.0,1.9156797,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_081,8,42,2.0,2.9299607,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_087,8,42,2.0,2.6044893,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_324,8,42,0.0,1.1469665,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_326,8,42,12.0,12.709861,4.935897350311279,12.0
Estructura de Datos,2526-3,2,anon_339,8,42,0.0,0.2483052,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_341,8,42,0.0,0.075485826,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_349,8,42,6.0,11.611004,4.935897350311279,9.0
Estructura de Datos,2526-3,2,anon_356,8,42,0.0,1.1733897,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_362,8,42,15.0,12.67076,4.935897350311279,15.0
Estructura de Datos,2526-3,2,anon_363,8,42,11.0,7.048231,4.935897350311279,9.0
Estructura de Datos,2526-3,2,anon_365,8,42,24.0,20.193502,4.935897350311279,24.0
Estructura de Datos,2526-3,2,anon_372,8,42,10.0,11.32784,4.935897350311279,12.0
Estructura de Datos,2526-3,2,anon_375,8,42,4.0,6.847026,4.935897350311279,6.0
Estructura de Datos,2526-3,2,anon_378,8,42,2.0,3.9768746,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_379,8,42,19.0,19.977362,4.935897350311279,21.0
Estructura de Datos,2526-3,2,anon_380,8,42,3.0,1.6393902,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_381,8,42,4.0,7.0637913,4.935897350311279,6.0
Estructura de Datos,2526-3,2,anon_382,8,42,2.0,3.8335936,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_383,8,42,3.0,4.1869025,4.935897350311279,4.5
Estructura de Datos,2526-3,2,anon_384,8,42,2.0,4.096301,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_385,8,42,0.0,0.32926726,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_386,8,42,2.0,3.7457964,4.935897350311279,3.0
Estructura de Datos,2526-3,2,anon_387,8,42,4.0,6.1842127,4.935897350311279,6.0
Estructura de Datos,2526-3,2,anon_388,8,42,10.0,13.103081,4.935897350311279,13.5
Estructura de Datos,2526-3,2,anon_389,8,42,0.0,0.12454629,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_390,8,42,0.0,0.041959286,4.935897350311279,0.0
Estructura de Datos,2526-3,2,anon_391,8,42,1.0,1.2335258,4.935897350311279,1.5
Estructura de Datos,2526-3,2,anon_392,8,42,0.0,-0.07494831,4.935897350311279,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_001,4,42,9.0,6.42865,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_002,4,42,12.0,4.197698,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_003,4,42,3.0,4.1958094,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_004,4,42,3.0,5.4115524,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_005,4,42,9.0,4.237561,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_006,4,42,2.0,3.1898074,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_007,4,42,11.0,6.3744636,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_008,4,42,2.0,4.2938976,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_009,4,42,1.0,3.2007518,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_010,4,42,1.0,3.224074,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_011,4,42,3.0,3.2034628,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_012,4,42,8.0,5.2585564,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_013,4,42,5.0,5.257528,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_014,4,42,9.0,5.2770495,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_015,4,42,12.0,7.453713,3.677419424057007,15.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_016,4,42,2.0,4.221424,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_017,4,42,11.0,5.2563357,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_018,4,42,8.0,3.2365282,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_019,4,42,1.0,3.227694,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_020,4,42,0.0,2.1826518,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_021,4,42,0.0,2.189288,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_022,4,42,11.0,6.4187865,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_023,4,42,3.0,3.2293096,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_024,4,42,5.0,5.2663584,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_025,4,42,1.0,3.2597623,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_026,4,42,1.0,3.2662206,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_027,4,42,8.0,5.3042135,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_028,4,42,8.0,3.2507288,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_029,4,42,1.0,3.2874188,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_030,4,42,1.0,3.2649043,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_031,4,42,1.0,3.303017,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_032,4,42,1.0,3.2836905,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_033,4,42,1.0,3.2888193,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_034,4,42,0.0,2.265137,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_035,4,42,8.0,3.2920988,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_001,4,42,5.0,5.5845823,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_002,4,42,8.0,5.5894437,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_003,4,42,0.0,3.5450785,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_004,4,42,6.0,5.545756,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_005,4,42,4.0,6.5732584,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_006,4,42,9.0,6.5309,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_007,4,42,3.0,4.5615425,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_008,4,42,5.0,7.5649037,3.677419424057007,12.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_009,4,42,1.0,4.51697,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_010,4,42,0.0,3.4941425,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_011,4,42,5.0,4.511358,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_012,4,42,10.0,4.496205,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_013,4,42,1.0,4.4744573,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_014,4,42,2.0,4.466825,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_015,4,42,0.0,3.4532292,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_016,4,42,10.0,5.530829,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_017,4,42,2.0,4.478743,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_018,4,42,1.0,4.497284,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_019,4,42,3.0,6.5397882,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_020,4,42,3.0,6.535762,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_021,4,42,8.0,7.479672,3.677419424057007,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_001,4,42,13.0,5.2649746,4.4285712242126465,6.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_002,4,42,0.0,3.352602,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_003,4,42,4.0,3.6450086,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_004,4,42,2.0,3.2368276,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_005,4,42,3.0,3.5650806,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_006,4,42,2.0,3.7009583,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_007,4,42,0.0,1.4759717,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_008,4,42,12.0,8.786457,4.4285712242126465,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_009,4,42,1.0,1.3010818,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_010,4,42,8.0,5.0140915,4.4285712242126465,6.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_011,4,42,4.0,1.135845,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_012,4,42,10.0,8.503656,4.4285712242126465,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_013,4,42,0.0,3.2064164,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_014,4,42,0.0,1.7512803,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_015,4,42,0.0,2.51776,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_016,4,42,0.0,3.0586643,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_017,4,42,0.0,0.7130933,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_018,4,42,9.0,3.3124866,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_019,4,42,0.0,1.3891174,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_020,4,42,0.0,1.3251107,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_021,4,42,13.0,8.590046,4.4285712242126465,15.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_022,4,42,11.0,6.721345,4.4285712242126465,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_023,4,42,0.0,3.1294312,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_024,4,42,0.0,1.9473965,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_025,4,42,6.0,5.21986,4.4285712242126465,9.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_026,4,42,1.0,0.2991252,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_027,4,42,4.0,2.5058877,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_028,4,42,2.0,2.9384274,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_029,4,42,0.0,2.4139822,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_030,4,42,5.0,2.8621557,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_031,4,42,4.0,1.6184802,4.4285712242126465,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_001,6,42,9.0,6.2300186,3.677419424057007,8.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_002,6,42,12.0,6.501521,3.677419424057007,10.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_003,6,42,3.0,3.2348113,3.677419424057007,4.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_004,6,42,3.0,4.5352917,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_005,6,42,9.0,6.907036,3.677419424057007,10.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_006,6,42,2.0,2.1394074,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_007,6,42,11.0,6.9089003,3.677419424057007,10.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_008,6,42,2.0,3.771964,3.677419424057007,4.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_009,6,42,1.0,1.9347641,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_010,6,42,1.0,2.5536845,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_011,6,42,3.0,1.9235392,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_012,6,42,8.0,6.453001,3.677419424057007,10.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_013,6,42,5.0,4.2931566,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_014,6,42,9.0,5.2118454,3.677419424057007,8.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_015,6,42,12.0,10.258664,3.677419424057007,16.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_016,6,42,2.0,3.339365,3.677419424057007,4.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_017,6,42,11.0,6.3894286,3.677419424057007,10.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_018,6,42,8.0,5.7121134,3.677419424057007,8.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_019,6,42,1.0,1.9046067,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_020,6,42,0.0,0.77981925,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_021,6,42,0.0,0.78238225,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_022,6,42,11.0,7.882145,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_023,6,42,3.0,2.2348988,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_024,6,42,5.0,4.22237,3.677419424057007,6.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_025,6,42,1.0,1.9152087,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_026,6,42,1.0,1.9188521,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_027,6,42,8.0,5.1074705,3.677419424057007,8.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_028,6,42,8.0,3.2667933,3.677419424057007,4.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_029,6,42,1.0,1.9328159,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_030,6,42,1.0,2.073378,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_031,6,42,1.0,1.9445838,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_032,6,42,1.0,2.422082,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_033,6,42,1.0,2.4229486,3.677419424057007,2.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_034,6,42,0.0,1.1375582,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_035,6,42,8.0,3.2859733,3.677419424057007,4.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_001,6,42,5.0,7.863075,3.677419424057007,10.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_002,6,42,8.0,4.7793493,3.677419424057007,4.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_003,6,42,0.0,2.3940983,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_004,6,42,6.0,4.5250673,3.677419424057007,4.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_005,6,42,4.0,5.667017,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_006,6,42,9.0,7.5210238,3.677419424057007,10.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_007,6,42,3.0,3.4528182,3.677419424057007,2.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_008,6,42,5.0,6.6389666,3.677419424057007,8.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_009,6,42,1.0,3.2493234,3.677419424057007,2.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_010,6,42,0.0,2.1457107,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_011,6,42,5.0,4.232706,3.677419424057007,4.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_012,6,42,10.0,5.239291,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_013,6,42,1.0,3.0872025,3.677419424057007,2.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_014,6,42,2.0,3.0520034,3.677419424057007,2.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_015,6,42,0.0,1.9670584,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_016,6,42,10.0,5.3503704,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_017,6,42,2.0,3.0079894,3.677419424057007,2.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_018,6,42,1.0,3.0617816,3.677419424057007,2.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_019,6,42,3.0,5.298401,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_020,6,42,3.0,5.266282,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_021,6,42,8.0,8.283281,3.677419424057007,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_001,6,42,13.0,8.003957,4.4285712242126465,10.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_002,6,42,0.0,2.2548501,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_003,6,42,4.0,2.5005176,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_004,6,42,2.0,3.431795,4.4285712242126465,2.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_005,6,42,3.0,2.4428415,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_006,6,42,2.0,2.5791087,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_007,6,42,0.0,1.0531182,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_008,6,42,12.0,10.916686,4.4285712242126465,14.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_009,6,42,1.0,0.9452442,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_010,6,42,8.0,6.7534704,4.4285712242126465,8.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_011,6,42,4.0,2.0825047,4.4285712242126465,2.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_012,6,42,10.0,9.737175,4.4285712242126465,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_013,6,42,0.0,2.2094615,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_014,6,42,0.0,1.1847385,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_015,6,42,0.0,1.7030615,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_016,6,42,0.0,2.1246667,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_017,6,42,0.0,0.6097456,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_018,6,42,9.0,4.6745157,4.4285712242126465,4.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_019,6,42,0.0,1.0012013,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_020,6,42,0.0,0.97194433,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_021,6,42,13.0,11.441399,4.4285712242126465,16.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_022,6,42,11.0,8.736553,4.4285712242126465,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_023,6,42,0.0,2.2684171,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_024,6,42,0.0,1.4280727,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_025,6,42,6.0,4.8018312,4.4285712242126465,6.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_026,6,42,1.0,1.5836556,4.4285712242126465,2.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_027,6,42,4.0,4.251446,4.4285712242126465,4.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_028,6,42,2.0,3.3194983,4.4285712242126465,2.0
