materia,trimestre,seccion,estudiante_id,hito,semilla,total_trimestre_real,prediccion_lstm,prediccion_media,prediccion_extrapolacion
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_029,6,42,0.0,1.8181055,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_030,6,42,5.0,3.2833853,4.4285712242126465,2.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_031,6,42,4.0,3.7573304,4.4285712242126465,4.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_001,8,42,9.0,5.8097243,3.677419424057007,7.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_002,8,42,12.0,8.552277,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_003,8,42,3.0,3.2705555,3.677419424057007,4.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_004,8,42,3.0,3.3354044,3.677419424057007,4.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_005,8,42,9.0,7.783783,3.677419424057007,10.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_006,8,42,2.0,1.207495,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_007,8,42,11.0,8.720279,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_008,8,42,2.0,2.5913215,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_009,8,42,1.0,1.1232114,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_010,8,42,1.0,1.4986396,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_011,8,42,3.0,2.1448116,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_012,8,42,8.0,6.463908,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_013,8,42,5.0,3.3250265,3.677419424057007,4.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_014,8,42,9.0,7.375308,3.677419424057007,10.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_015,8,42,12.0,11.981604,3.677419424057007,16.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_016,8,42,2.0,2.3937368,3.677419424057007,3.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_017,8,42,11.0,8.524958,3.677419424057007,12.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_018,8,42,8.0,6.7416463,3.677419424057007,9.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_019,8,42,1.0,1.1839135,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_020,8,42,0.0,0.13364333,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_021,8,42,0.0,0.14200449,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_022,8,42,11.0,9.802832,3.677419424057007,13.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_023,8,42,3.0,1.3871915,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_024,8,42,5.0,5.4180675,3.677419424057007,7.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_025,8,42,1.0,1.2337275,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_026,8,42,1.0,1.242933,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_027,8,42,8.0,5.369409,3.677419424057007,7.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_028,8,42,8.0,5.5362234,3.677419424057007,7.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_029,8,42,1.0,1.2721267,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_030,8,42,1.0,1.344364,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_031,8,42,1.0,1.2929606,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_032,8,42,1.0,1.5549695,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_033,8,42,1.0,1.5609628,3.677419424057007,1.5
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_034,8,42,0.0,0.40285075,3.677419424057007,0.0
Matemáticas Discretas,2526-2,1,anon_md_2526_2_1_035,8,42,8.0,5.583477,3.677419424057007,7.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_001,8,42,5.0,6.4019647,3.677419424057007,7.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_002,8,42,8.0,5.380946,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_003,8,42,0.0,1.2325487,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_004,8,42,6.0,5.284605,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_005,8,42,4.0,5.3080335,3.677419424057007,6.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_006,8,42,9.0,7.279335,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_007,8,42,3.0,2.1896076,3.677419424057007,1.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_008,8,42,5.0,6.2770543,3.677419424057007,7.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_009,8,42,1.0,2.1174507,3.677419424057007,1.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_010,8,42,0.0,1.0845785,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_011,8,42,5.0,3.1026754,3.677419424057007,3.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_012,8,42,10.0,7.162728,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_013,8,42,1.0,2.0367167,3.677419424057007,1.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_014,8,42,2.0,2.0145023,3.677419424057007,1.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_015,8,42,0.0,0.97130674,3.677419424057007,0.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_016,8,42,10.0,7.180442,3.677419424057007,9.0
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_017,8,42,2.0,1.9425403,3.677419424057007,1.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_018,8,42,1.0,1.9516705,3.677419424057007,1.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_019,8,42,3.0,4.0405116,3.677419424057007,4.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_020,8,42,3.0,4.0215797,3.677419424057007,4.5
Matemáticas Discretas,2526-2,2,anon_md_2526_2_2_021,8,42,8.0,9.100649,3.677419424057007,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_001,8,42,13.0,10.947547,4.4285712242126465,13.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_002,8,42,0.0,1.2480897,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_003,8,42,4.0,3.5651197,4.4285712242126465,3.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_004,8,42,2.0,3.4377584,4.4285712242126465,3.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_005,8,42,3.0,2.4359465,4.4285712242126465,1.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_006,8,42,2.0,3.6008701,4.4285712242126465,3.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_007,8,42,0.0,0.6010153,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_008,8,42,12.0,11.187738,4.4285712242126465,13.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_009,8,42,1.0,1.5788529,4.4285712242126465,1.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_010,8,42,8.0,8.808882,4.4285712242126465,10.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_011,8,42,4.0,2.6954951,4.4285712242126465,3.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_012,8,42,10.0,12.19922,4.4285712242126465,15.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_013,8,42,0.0,1.2253801,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_014,8,42,0.0,0.6215669,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_015,8,42,0.0,0.90396684,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_016,8,42,0.0,1.1709076,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_017,8,42,0.0,0.35312802,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_018,8,42,9.0,6.6941853,4.4285712242126465,7.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_019,8,42,0.0,0.5204272,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_020,8,42,0.0,0.50509334,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_021,8,42,13.0,13.0188465,4.4285712242126465,16.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_022,8,42,11.0,9.621554,4.4285712242126465,12.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_023,8,42,0.0,1.2792742,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_024,8,42,0.0,0.7362148,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_025,8,42,6.0,4.897193,4.4285712242126465,6.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_026,8,42,1.0,1.3874111,4.4285712242126465,1.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_027,8,42,4.0,5.37485,4.4285712242126465,6.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_028,8,42,2.0,3.3432007,4.4285712242126465,3.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_029,8,42,0.0,0.96508986,4.4285712242126465,0.0
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_030,8,42,5.0,4.3668323,4.4285712242126465,4.5
Matemáticas Discretas,2526-3,1,anon_md_2526_3_1_031,8,42,4.0,3.9965515,4.4285712242126465,4.5
