materia,trimestre_prueba,estudiante_id,seccion,hito,total_trimestre_real,estado_real,prediccion_continua,posterior_0,posterior_1-2,posterior_3-5,posterior_6-11,posterior_12 o más,ess,n_train_fold,n_test_fold,evidencia_anio_que_cursa,evidencia_tamano_grupo,evidencia_participaciones_semana,evidencia_participaciones_semana_anterior
Algoritmos y Programación,2526-3,anon_121,1,8,2.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_122,1,4,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_122,1,6,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_122,1,8,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_123,1,4,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_123,1,6,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_123,1,8,4.0,3-5,6.753416840887409,7.713073659853452e-05,0.4073274199768608,0.2962591592749711,0.0370998843038951,0.25923640570767453,5,117,30,1,mediano,1,0
Algoritmos y Programación,2526-3,anon_124,1,4,3.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_124,1,6,3.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_124,1,8,3.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_125,1,4,1.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_125,1,6,1.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_125,1,8,1.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_126,1,4,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_126,1,6,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_126,1,8,5.0,3-5,5.196921615536167,5.629045876723896e-05,0.4323670137911625,0.3513087531663383,0.08111455108359134,0.13515339150014072,5,117,30,1,mediano,0,1
Algoritmos y Programación,2526-3,anon_127,1,4,8.0,6-11,17.75363716934824,0.0010362694300518136,0.0010362694300518136,0.0010362694300518136,0.0010362694300518136,0.9958549222797928,5,117,30,1,mediano,1,2
Algoritmos y Programación,2526-3,anon_127,1,6,8.0,6-11,10.832385354786382,8.329862557267805e-05,0.16001665972511456,0.2399833402748855,0.12003331945022908,0.47988338192419827,5,117,30,1,mediano,0,2
Algoritmos y Programación,2526-3,anon_127,1,8,8.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_128,1,4,2.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_128,1,6,2.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_128,1,8,2.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_129,1,4,5.0,3-5,12.749361273892328,0.0002081165452653486,0.2,0.0002081165452653486,0.2,0.5995837669094694,5,117,30,1,mediano,1,1
Algoritmos y Programación,2526-3,anon_129,1,6,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_129,1,8,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_130,1,4,1.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_130,1,6,1.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_130,1,8,1.0,1-2,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_131,1,4,5.0,3-5,10.796619927520965,0.0001601281024819856,0.0001601281024819856,0.46132906325060047,0.07702161729383508,0.46132906325060047,5,117,30,1,mediano,0,3 o más
Algoritmos y Programación,2526-3,anon_131,1,6,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_131,1,8,5.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_132,1,4,8.0,6-11,16.00903682022103,0.0004158004158004158,0.0004158004158004158,0.0004158004158004158,0.20000000000000004,0.7987525987525987,5,117,30,1,mediano,3 o más,1
Algoritmos y Programación,2526-3,anon_132,1,6,8.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_132,1,8,8.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_133,1,4,13.0,12 o más,6.451973684210527,0.2,0.2,0.2,0.2,0.2,5,117,30,4,mediano,2,1
Algoritmos y Programación,2526-3,anon_133,1,6,13.0,12 o más,8.869553716766143,0.0020618556701030924,0.0020618556701030924,0.0020618556701030924,0.9917525773195877,0.0020618556701030924,5,117,30,4,mediano,1,0
Algoritmos y Programación,2526-3,anon_133,1,8,13.0,12 o más,6.451973684210527,0.2,0.2,0.2,0.2,0.2,5,117,30,4,mediano,2,1
Algoritmos y Programación,2526-3,anon_134,1,4,10.0,6-11,11.192980046269522,0.00011567379988432622,0.11116252168883749,0.27773279352226726,0.11116252168883749,0.4998264893001736,5,117,30,1,mediano,2,0
Algoritmos y Programación,2526-3,anon_134,1,6,10.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_134,1,8,10.0,6-11,6.753416840887409,7.713073659853452e-05,0.4073274199768608,0.2962591592749711,0.0370998843038951,0.25923640570767453,5,117,30,1,mediano,1,0
Algoritmos y Programación,2526-3,anon_135,1,4,7.0,6-11,13.341657165009579,0.0003466204506065858,0.0003466204506065858,0.0003466204506065858,0.49948006932409017,0.49948006932409017,5,117,30,4,mediano,0,0
Algoritmos y Programación,2526-3,anon_135,1,6,7.0,6-11,6.451973684210527,0.2,0.2,0.2,0.2,0.2,5,117,30,4,mediano,0,2
Algoritmos y Programación,2526-3,anon_135,1,8,7.0,6-11,13.341657165009579,0.0003466204506065858,0.0003466204506065858,0.0003466204506065858,0.49948006932409017,0.49948006932409017,5,117,30,4,mediano,0,0
Algoritmos y Programación,2526-3,anon_136,1,4,0.0,0,2.652736391251337,0.3606465934316125,0.30054072514087316,0.1967214980932324,0.1256872901132677,0.016403893221014286,5,117,30,2,mediano,0,0
Algoritmos y Programación,2526-3,anon_136,1,6,0.0,0,2.652736391251337,0.3606465934316125,0.30054072514087316,0.1967214980932324,0.1256872901132677,0.016403893221014286,5,117,30,2,mediano,0,0
Algoritmos y Programación,2526-3,anon_136,1,8,0.0,0,2.652736391251337,0.3606465934316125,0.30054072514087316,0.1967214980932324,0.1256872901132677,0.016403893221014286,5,117,30,2,mediano,0,0
Algoritmos y Programación,2526-3,anon_137,1,4,4.0,3-5,10.832385354786382,8.329862557267805e-05,0.16001665972511456,0.2399833402748855,0.12003331945022908,0.47988338192419827,5,117,30,1,mediano,0,2
Algoritmos y Programación,2526-3,anon_137,1,6,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_137,1,8,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_138,1,4,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_138,1,6,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_138,1,8,4.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_139,1,4,3.0,3-5,8.869553716766143,0.0020618556701030924,0.0020618556701030924,0.0020618556701030924,0.9917525773195877,0.0020618556701030924,5,117,30,4,mediano,1,2
Algoritmos y Programación,2526-3,anon_139,1,6,3.0,3-5,13.341657165009579,0.0003466204506065858,0.0003466204506065858,0.0003466204506065858,0.49948006932409017,0.49948006932409017,5,117,30,4,mediano,0,0
Algoritmos y Programación,2526-3,anon_139,1,8,3.0,3-5,13.341657165009579,0.0003466204506065858,0.0003466204506065858,0.0003466204506065858,0.49948006932409017,0.49948006932409017,5,117,30,4,mediano,0,0
Algoritmos y Programación,2526-3,anon_140,1,4,10.0,6-11,12.749361273892328,0.0002081165452653486,0.2,0.0002081165452653486,0.2,0.5995837669094694,5,117,30,1,mediano,1,1
Algoritmos y Programación,2526-3,anon_140,1,6,10.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_140,1,8,10.0,6-11,9.839750017110397,0.0002600780234070221,0.0002600780234070221,0.4996098829648895,0.12509752925877765,0.37477243172951885,5,117,30,1,mediano,3 o más,0
Algoritmos y Programación,2526-3,anon_141,1,4,11.0,6-11,9.839750017110397,0.0002600780234070221,0.0002600780234070221,0.4996098829648895,0.12509752925877765,0.37477243172951885,5,117,30,1,mediano,3 o más,0
Algoritmos y Programación,2526-3,anon_141,1,6,11.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_141,1,8,11.0,6-11,11.192980046269522,0.00011567379988432622,0.11116252168883749,0.27773279352226726,0.11116252168883749,0.4998264893001736,5,117,30,1,mediano,2,0
Algoritmos y Programación,2526-3,anon_142,1,4,0.0,0,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_142,1,6,0.0,0,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_142,1,8,0.0,0,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_143,1,4,15.0,12 o más,17.78888144217092,0.0004158004158004158,0.0004158004158004158,0.0004158004158004158,0.0004158004158004158,0.9983367983367983,5,117,30,1,mediano,2,3 o más
Algoritmos y Programación,2526-3,anon_143,1,6,15.0,12 o más,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_143,1,8,15.0,12 o más,10.832385354786382,8.329862557267805e-05,0.16001665972511456,0.2399833402748855,0.12003331945022908,0.47988338192419827,5,117,30,1,mediano,0,2
Algoritmos y Programación,2526-3,anon_144,1,4,3.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_144,1,6,3.0,3-5,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_144,1,8,3.0,3-5,5.196921615536167,5.629045876723896e-05,0.4323670137911625,0.3513087531663383,0.08111455108359134,0.13515339150014072,5,117,30,1,mediano,0,1
Algoritmos y Programación,2526-3,anon_145,1,4,20.0,12 o más,17.79561957456792,0.0002971768202080238,0.0002971768202080238,0.0002971768202080238,0.0002971768202080238,0.9988112927191679,5,117,30,1,mediano,3 o más,3 o más
Algoritmos y Programación,2526-3,anon_145,1,6,20.0,12 o más,11.192980046269522,0.00011567379988432622,0.11116252168883749,0.27773279352226726,0.11116252168883749,0.4998264893001736,5,117,30,1,mediano,2,0
Algoritmos y Programación,2526-3,anon_145,1,8,20.0,12 o más,6.753416840887409,7.713073659853452e-05,0.4073274199768608,0.2962591592749711,0.0370998843038951,0.25923640570767453,5,117,30,1,mediano,1,0
Algoritmos y Programación,2526-3,anon_146,1,4,7.0,6-11,6.753416840887409,7.713073659853452e-05,0.4073274199768608,0.2962591592749711,0.0370998843038951,0.25923640570767453,5,117,30,1,mediano,1,0
Algoritmos y Programación,2526-3,anon_146,1,6,7.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_146,1,8,7.0,6-11,10.832385354786382,8.329862557267805e-05,0.16001665972511456,0.2399833402748855,0.12003331945022908,0.47988338192419827,5,117,30,1,mediano,0,2
Algoritmos y Programación,2526-3,anon_147,1,4,6.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_147,1,6,6.0,6-11,2.1674207199736633,0.38692978094166297,0.3542673192179853,0.195980004710932,0.030155199036876135,0.03266769609254365,5,117,30,1,mediano,0,0
Algoritmos y Programación,2526-3,anon_147,1,8,6.0,6-11,9.839750017110397,0.0002600780234070221,0.0002600780234070221,0.4996098829648895,0.12509752925877765,0.37477243172951885,5,117,30,1,mediano,3 o más,0
Computación Emergente,2425-3,anon_186,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_186,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_186,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_187,2,4,7.0,6-11,11.992130215021728,0.00017346053772766696,0.00017346053772766696,0.08343451864700782,0.4997398091934085,0.41647875108412835,5,109,73,3,grande,0,1
Computación Emergente,2425-3,anon_187,2,6,7.0,6-11,10.251186368845234,0.0004158004158004158,0.0004158004158004158,0.0004158004158004158,0.7987525987525989,0.20000000000000004,5,109,73,3,grande,1,1
Computación Emergente,2425-3,anon_187,2,8,7.0,6-11,11.992130215021728,0.00017346053772766696,0.00017346053772766696,0.08343451864700782,0.4997398091934085,0.41647875108412835,5,109,73,3,grande,0,1
Computación Emergente,2425-3,anon_188,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_188,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_188,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_189,2,4,2.0,1-2,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_189,2,6,2.0,1-2,6.108552716851383,0.00010411244143675168,0.3499219156689224,0.15002602811035917,0.3998958875585632,0.10005205622071836,5,109,73,4,grande,1,0
Computación Emergente,2425-3,anon_189,2,8,2.0,1-2,6.817700439125454,8.009611533840609e-05,0.3460953143772527,0.11541850220264317,0.3845414497396877,0.1538646375650781,5,109,73,4,grande,0,1
Computación Emergente,2425-3,anon_190,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_190,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_190,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_191,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_191,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_191,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_192,2,4,5.0,3-5,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_192,2,6,5.0,3-5,6.335659443549964,0.00012247397428046542,0.2940600122473975,0.35284751990202085,0.17648499693815067,0.17648499693815067,5,109,73,5 o más,grande,1,0
Computación Emergente,2425-3,anon_192,2,8,5.0,3-5,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_193,2,4,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_193,2,6,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_193,2,8,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_194,2,4,1.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_194,2,6,1.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_194,2,8,1.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_195,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_195,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_195,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_196,2,4,1.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_196,2,6,1.0,1-2,6.335659443549964,0.00012247397428046542,0.2940600122473975,0.35284751990202085,0.17648499693815067,0.17648499693815067,5,109,73,5 o más,grande,1,0
Computación Emergente,2425-3,anon_196,2,8,1.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_197,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_197,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_197,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_198,2,4,2.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_198,2,6,2.0,1-2,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_198,2,8,2.0,1-2,6.580740028841518,0.00010958904109589043,0.2631232876712329,0.42093150684931513,0.1053150684931507,0.2105205479452055,5,109,73,5 o más,grande,0,1
Computación Emergente,2425-3,anon_199,2,4,1.0,1-2,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_199,2,6,1.0,1-2,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_199,2,8,1.0,1-2,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_200,2,4,4.0,3-5,6.817700439125454,8.009611533840609e-05,0.3460953143772527,0.11541850220264317,0.3845414497396877,0.1538646375650781,5,109,73,4,grande,0,1
Computación Emergente,2425-3,anon_200,2,6,4.0,3-5,6.817700439125454,8.009611533840609e-05,0.3460953143772527,0.11541850220264317,0.3845414497396877,0.1538646375650781,5,109,73,4,grande,0,1
Computación Emergente,2425-3,anon_200,2,8,4.0,3-5,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_201,2,4,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_201,2,6,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_201,2,8,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_202,2,4,1.0,1-2,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_202,2,6,1.0,1-2,6.817700439125454,8.009611533840609e-05,0.3460953143772527,0.11541850220264317,0.3845414497396877,0.1538646375650781,5,109,73,4,grande,0,1
Computación Emergente,2425-3,anon_202,2,8,1.0,1-2,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_203,2,4,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_203,2,6,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_203,2,8,0.0,0,0.9774020034352088,0.679517393927207,0.17374622964005632,0.12355519806957571,0.011590589181580535,0.011590589181580535,5,109,73,5 o más,grande,0,0
Computación Emergente,2425-3,anon_204,2,4,3.0,3-5,6.817700439125454,8.009611533840609e-05,0.3460953143772527,0.11541850220264317,0.3845414497396877,0.1538646375650781,5,109,73,4,grande,0,1
Computación Emergente,2425-3,anon_204,2,6,3.0,3-5,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_204,2,8,3.0,3-5,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
Computación Emergente,2425-3,anon_205,2,4,0.0,0,1.226636438500204,0.5986253321523471,0.27210628875110715,0.04422320637732506,0.08163684676705049,0.0034083259521700622,5,109,73,4,grande,0,0
