tratamiento,materia,trimestre_prueba,estudiante_id,seccion,hito,total_trimestre_real,prediccion_continua,evidencia_completa
dropna,Computación Emergente,2526-2,anon_255,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_256,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_256,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_256,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_257,1,4,4.0,6.378300177067173,True
dropna,Computación Emergente,2526-2,anon_257,1,6,4.0,6.378300177067173,True
dropna,Computación Emergente,2526-2,anon_257,1,8,4.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_258,1,4,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_258,1,6,1.0,5.4543635969212385,True
dropna,Computación Emergente,2526-2,anon_258,1,8,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_259,1,4,0.0,1.584261815679508,False
dropna,Computación Emergente,2526-2,anon_259,1,6,0.0,1.584261815679508,False
dropna,Computación Emergente,2526-2,anon_259,1,8,0.0,1.584261815679508,False
dropna,Computación Emergente,2526-2,anon_260,1,4,5.0,18.373590284286163,True
dropna,Computación Emergente,2526-2,anon_260,1,6,5.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_260,1,8,5.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_261,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_261,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_261,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_262,1,4,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_262,1,6,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_262,1,8,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_263,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_263,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_263,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_264,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_264,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_264,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_265,1,4,1.0,4.411200422384633,True
dropna,Computación Emergente,2526-2,anon_265,1,6,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_265,1,8,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_266,1,4,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_266,1,6,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_266,1,8,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_174,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_174,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_174,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_267,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_267,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_267,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_268,1,4,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_268,1,6,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_268,1,8,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_269,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_269,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_269,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_270,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_270,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_270,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_271,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_271,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_271,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_272,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_272,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_272,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_273,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_273,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_273,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_274,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_274,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_274,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_244,1,4,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_244,1,6,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_244,1,8,0.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_275,1,4,2.0,6.378300177067173,True
dropna,Computación Emergente,2526-2,anon_275,1,6,2.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_275,1,8,2.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_276,1,4,3.0,4.411200422384633,True
dropna,Computación Emergente,2526-2,anon_276,1,6,3.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_276,1,8,3.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_277,1,4,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_277,1,6,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_277,1,8,1.0,1.0454767378701928,True
dropna,Computación Emergente,2526-2,anon_278,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_278,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_278,1,8,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_279,1,4,12.0,18.478749146578433,True
dropna,Computación Emergente,2526-2,anon_279,1,6,12.0,4.411200422384633,True
dropna,Computación Emergente,2526-2,anon_279,1,8,12.0,18.373590284286163,True
dropna,Computación Emergente,2526-2,anon_280,1,4,1.0,6.378300177067173,True
dropna,Computación Emergente,2526-2,anon_280,1,6,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_280,1,8,1.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_281,1,4,3.0,2.4905675419250293,True
dropna,Computación Emergente,2526-2,anon_281,1,6,3.0,2.4905675419250293,True
dropna,Computación Emergente,2526-2,anon_281,1,8,3.0,18.436467655832942,True
dropna,Computación Emergente,2526-2,anon_282,1,4,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_282,1,6,0.0,1.5778637249867373,True
dropna,Computación Emergente,2526-2,anon_282,1,8,0.0,1.5778637249867373,True
nan,Computación Emergente,2526-3,anon_283,1,4,3.0,7.23786630310179,True
nan,Computación Emergente,2526-3,anon_283,1,6,3.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_283,1,8,3.0,3.7824470555060543,True
nan,Computación Emergente,2526-3,anon_284,1,4,21.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_284,1,6,21.0,4.080611771529831,True
nan,Computación Emergente,2526-3,anon_284,1,8,21.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_285,1,4,30.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_285,1,6,30.0,8.116857905646832,True
nan,Computación Emergente,2526-3,anon_285,1,8,30.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_286,1,4,18.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_286,1,6,18.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_286,1,8,18.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_287,1,4,23.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_287,1,6,23.0,8.116857905646832,True
nan,Computación Emergente,2526-3,anon_287,1,8,23.0,13.116674116261745,True
nan,Computación Emergente,2526-3,anon_288,1,4,24.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_288,1,6,24.0,5.854780413116635,True
nan,Computación Emergente,2526-3,anon_288,1,8,24.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_289,1,4,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_289,1,6,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_289,1,8,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_290,1,4,5.0,3.489649567706248,True
nan,Computación Emergente,2526-3,anon_290,1,6,5.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_290,1,8,5.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_291,1,4,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_291,1,6,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_291,1,8,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_292,1,4,6.0,7.171121658997307,True
nan,Computación Emergente,2526-3,anon_292,1,6,6.0,4.080611771529831,True
nan,Computación Emergente,2526-3,anon_292,1,8,6.0,4.207669361776558,True
nan,Computación Emergente,2526-3,anon_293,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_293,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_293,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_294,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_294,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_294,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_295,1,4,3.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_295,1,6,3.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_295,1,8,3.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_296,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_296,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_296,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_297,1,4,16.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_297,1,6,16.0,5.854780413116635,True
nan,Computación Emergente,2526-3,anon_297,1,8,16.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_298,1,4,6.0,4.080611771529831,True
nan,Computación Emergente,2526-3,anon_298,1,6,6.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_298,1,8,6.0,4.080611771529831,True
nan,Computación Emergente,2526-3,anon_299,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_299,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_299,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_300,1,4,27.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_300,1,6,27.0,8.116857905646832,True
nan,Computación Emergente,2526-3,anon_300,1,8,27.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_301,1,4,12.0,10.164621423481528,True
nan,Computación Emergente,2526-3,anon_301,1,6,12.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_301,1,8,12.0,7.23786630310179,True
nan,Computación Emergente,2526-3,anon_302,1,4,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_302,1,6,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_302,1,8,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_303,1,4,9.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_303,1,6,9.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_303,1,8,9.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_174,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_174,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_174,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_304,1,4,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_304,1,6,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_304,1,8,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_305,1,4,12.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_305,1,6,12.0,5.854780413116635,True
nan,Computación Emergente,2526-3,anon_305,1,8,12.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_306,1,4,11.0,6.023078068749147,True
nan,Computación Emergente,2526-3,anon_306,1,6,11.0,5.854780413116635,True
nan,Computación Emergente,2526-3,anon_306,1,8,11.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_307,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_307,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_307,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_308,1,4,9.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_308,1,6,9.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_308,1,8,9.0,7.171121658997307,True
nan,Computación Emergente,2526-3,anon_309,1,4,2.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_309,1,6,2.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_309,1,8,2.0,7.160535409607574,True
nan,Computación Emergente,2526-3,anon_310,1,4,8.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_310,1,6,8.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_310,1,8,8.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_311,1,4,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_311,1,6,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_311,1,8,0.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_312,1,4,7.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_312,1,6,7.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_312,1,8,7.0,6.118893823651329,True
nan,Computación Emergente,2526-3,anon_313,1,4,1.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_313,1,6,1.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_313,1,8,1.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_314,1,4,1.0,3.489649567706248,True
nan,Computación Emergente,2526-3,anon_314,1,6,1.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_314,1,8,1.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_315,1,4,1.0,4.207669361776558,True
nan,Computación Emergente,2526-3,anon_315,1,6,1.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_315,1,8,1.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_316,1,4,11.0,6.118893823651329,True
nan,Computación Emergente,2526-3,anon_316,1,6,11.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_316,1,8,11.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_317,1,4,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_317,1,6,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_317,1,8,0.0,1.7085763959279299,True
nan,Computación Emergente,2526-3,anon_318,1,4,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_318,1,6,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_318,1,8,0.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_319,1,4,22.0,7.160535409607574,True
nan,Computación Emergente,2526-3,anon_319,1,6,22.0,4.080611771529831,True
nan,Computación Emergente,2526-3,anon_319,1,8,22.0,5.117389277389277,True
nan,Computación Emergente,2526-3,anon_320,1,4,3.0,3.7824470555060543,True
nan,Computación Emergente,2526-3,anon_320,1,6,3.0,0.5860469964472588,True
nan,Computación Emergente,2526-3,anon_320,1,8,3.0,3.489649567706248,True
nan,Computación Emergente,2526-3,anon_321,1,4,3.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_321,1,6,3.0,0.8929547350911811,True
nan,Computación Emergente,2526-3,anon_321,1,8,3.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_283,1,4,3.0,7.23786630310179,True
dropna,Computación Emergente,2526-3,anon_283,1,6,3.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_283,1,8,3.0,3.7824470555060543,True
dropna,Computación Emergente,2526-3,anon_284,1,4,21.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_284,1,6,21.0,4.080611771529831,True
dropna,Computación Emergente,2526-3,anon_284,1,8,21.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_285,1,4,30.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_285,1,6,30.0,8.116857905646832,True
dropna,Computación Emergente,2526-3,anon_285,1,8,30.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_286,1,4,18.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_286,1,6,18.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_286,1,8,18.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_287,1,4,23.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_287,1,6,23.0,8.116857905646832,True
dropna,Computación Emergente,2526-3,anon_287,1,8,23.0,13.116674116261745,True
dropna,Computación Emergente,2526-3,anon_288,1,4,24.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_288,1,6,24.0,5.854780413116635,True
dropna,Computación Emergente,2526-3,anon_288,1,8,24.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_289,1,4,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_289,1,6,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_289,1,8,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_290,1,4,5.0,3.489649567706248,True
dropna,Computación Emergente,2526-3,anon_290,1,6,5.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_290,1,8,5.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_291,1,4,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_291,1,6,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_291,1,8,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_292,1,4,6.0,7.171121658997307,True
dropna,Computación Emergente,2526-3,anon_292,1,6,6.0,4.080611771529831,True
dropna,Computación Emergente,2526-3,anon_292,1,8,6.0,4.207669361776558,True
dropna,Computación Emergente,2526-3,anon_293,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_293,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_293,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_294,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_294,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_294,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_295,1,4,3.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_295,1,6,3.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_295,1,8,3.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_296,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_296,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_296,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_297,1,4,16.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_297,1,6,16.0,5.854780413116635,True
dropna,Computación Emergente,2526-3,anon_297,1,8,16.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_298,1,4,6.0,4.080611771529831,True
dropna,Computación Emergente,2526-3,anon_298,1,6,6.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_298,1,8,6.0,4.080611771529831,True
dropna,Computación Emergente,2526-3,anon_299,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_299,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_299,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_300,1,4,27.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_300,1,6,27.0,8.116857905646832,True
dropna,Computación Emergente,2526-3,anon_300,1,8,27.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_301,1,4,12.0,10.164621423481528,True
dropna,Computación Emergente,2526-3,anon_301,1,6,12.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_301,1,8,12.0,7.23786630310179,True
dropna,Computación Emergente,2526-3,anon_302,1,4,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_302,1,6,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_302,1,8,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_303,1,4,9.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_303,1,6,9.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_303,1,8,9.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_174,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_174,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_174,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_304,1,4,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_304,1,6,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_304,1,8,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_305,1,4,12.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_305,1,6,12.0,5.854780413116635,True
dropna,Computación Emergente,2526-3,anon_305,1,8,12.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_306,1,4,11.0,6.023078068749147,True
dropna,Computación Emergente,2526-3,anon_306,1,6,11.0,5.854780413116635,True
dropna,Computación Emergente,2526-3,anon_306,1,8,11.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_307,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_307,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_307,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_308,1,4,9.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_308,1,6,9.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_308,1,8,9.0,7.171121658997307,True
dropna,Computación Emergente,2526-3,anon_309,1,4,2.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_309,1,6,2.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_309,1,8,2.0,7.160535409607574,True
dropna,Computación Emergente,2526-3,anon_310,1,4,8.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_310,1,6,8.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_310,1,8,8.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_311,1,4,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_311,1,6,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_311,1,8,0.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_312,1,4,7.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_312,1,6,7.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_312,1,8,7.0,6.118893823651329,True
dropna,Computación Emergente,2526-3,anon_313,1,4,1.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_313,1,6,1.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_313,1,8,1.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_314,1,4,1.0,3.489649567706248,True
dropna,Computación Emergente,2526-3,anon_314,1,6,1.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_314,1,8,1.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_315,1,4,1.0,4.207669361776558,True
dropna,Computación Emergente,2526-3,anon_315,1,6,1.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_315,1,8,1.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_316,1,4,11.0,6.118893823651329,True
dropna,Computación Emergente,2526-3,anon_316,1,6,11.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_316,1,8,11.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_317,1,4,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_317,1,6,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_317,1,8,0.0,1.7085763959279299,True
dropna,Computación Emergente,2526-3,anon_318,1,4,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_318,1,6,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_318,1,8,0.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_319,1,4,22.0,7.160535409607574,True
dropna,Computación Emergente,2526-3,anon_319,1,6,22.0,4.080611771529831,True
dropna,Computación Emergente,2526-3,anon_319,1,8,22.0,5.117389277389277,True
dropna,Computación Emergente,2526-3,anon_320,1,4,3.0,3.7824470555060543,True
dropna,Computación Emergente,2526-3,anon_320,1,6,3.0,0.5860469964472588,True
dropna,Computación Emergente,2526-3,anon_320,1,8,3.0,3.489649567706248,True
dropna,Computación Emergente,2526-3,anon_321,1,4,3.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_321,1,6,3.0,0.8929547350911811,True
dropna,Computación Emergente,2526-3,anon_321,1,8,3.0,0.8929547350911811,True
nan,Estructura de Datos,2425-3,anon_322,2,4,36.0,6.851082251082252,True
nan,Estructura de Datos,2425-3,anon_322,2,6,36.0,6.851082251082252,True
nan,Estructura de Datos,2425-3,anon_322,2,8,36.0,6.851082251082252,True
nan,Estructura de Datos,2425-3,anon_323,2,4,27.0,3.877646771257469,True
nan,Estructura de Datos,2425-3,anon_323,2,6,27.0,6.851082251082252,True
nan,Estructura de Datos,2425-3,anon_323,2,8,27.0,3.6695050653813537,True
nan,Estructura de Datos,2425-3,anon_324,2,4,0.0,1.4032233155063372,True
nan,Estructura de Datos,2425-3,anon_324,2,6,0.0,1.4032233155063372,True
nan,Estructura de Datos,2425-3,anon_324,2,8,0.0,1.4032233155063372,True
nan,Estructura de Datos,2425-3,anon_037,2,4,3.0,10.20247028501364,True
nan,Estructura de Datos,2425-3,anon_037,2,6,3.0,2.2381018970347606,True
nan,Estructura de Datos,2425-3,anon_037,2,8,3.0,2.2381018970347606,True
nan,Estructura de Datos,2425-3,anon_325,2,4,3.0,2.320489852083275,True
nan,Estructura de Datos,2425-3,anon_325,2,6,3.0,2.320489852083275,True
nan,Estructura de Datos,2425-3,anon_325,2,8,3.0,2.320489852083275,True
nan,Estructura de Datos,2425-3,anon_326,2,4,0.0,2.320489852083275,True
nan,Estructura de Datos,2425-3,anon_326,2,6,0.0,2.320489852083275,True
nan,Estructura de Datos,2425-3,anon_326,2,8,0.0,2.320489852083275,True
