total_filas_con_dato_de_participacion,participaciones_mayor_a_cero_asistencia_inferible,pct_asistencia_inferible,participaciones_igual_a_cero_asistencia_ambigua,pct_asistencia_ambigua
11383,1603,14.1,9780,85.9
