numero_lista,estudiante_id,materia,trimestre,seccion,semana,dia_sesion,tema,tipo_sesion,participaciones,anio_academico
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,1,martes,0,administrativa,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,1,jueves,1,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,2,martes,2,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,2,jueves,2,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,3,martes,2,contenido,1,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,3,jueves,2,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,4,martes,3,contenido,1,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,4,jueves,0,evaluacion,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,5,martes,3,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,5,jueves,3,contenido,1,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,6,martes,4,contenido,1,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,6,jueves,5,contenido,1,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,7,martes,0,sin_clase,,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,7,jueves,5,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,8,martes,6,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,8,jueves,6,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,9,martes,6,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,9,jueves,0,evaluacion,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,10,martes,7,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,10,jueves,8,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,11,martes,7,contenido,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,11,jueves,0,evaluacion,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,12,martes,0,evaluacion,0,3
1,anon_md_2526_2_2_001,Matemáticas Discretas,2526-2,2,12,jueves,0,administrativa,0,3
2,anon_md_2526_2_2_002,Matemáticas Discretas,2526-2,2,1,martes,0,administrativa,0,2
2,anon_md_2526_2_2_002,Matemáticas Discretas,2526-2,2,1,jueves,1,contenido,0,2
2,anon_md_2526_2_2_002,Matemáticas Discretas,2526-2,2,2,martes,2,contenido,1,2
2,anon_md_2526_2_2_002,Matemáticas Discretas,2526-2,2,2,jueves,2,contenido,1,2
2,anon_md_2526_2_2_002,Matemáticas Discretas,2526-2,2,3,martes,2,contenido,0,2
